protein_id,bmrb_id,entity_id,pdb_path,status,error
bmr4136_entity1,4136,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4136_entity1.pdb,skipped_existing,
bmr4140_entity1,4140,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4140_entity1.pdb,skipped_existing,
bmr4141_entity1,4141,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4141_entity1.pdb,skipped_existing,
bmr4143_entity1,4143,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4143_entity1.pdb,skipped_existing,
bmr4144_entity1,4144,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4144_entity1.pdb,skipped_existing,
bmr4145_entity1,4145,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4145_entity1.pdb,skipped_existing,
bmr4146_entity1,4146,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4146_entity1.pdb,skipped_existing,
bmr4147_entity1,4147,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4147_entity1.pdb,skipped_existing,
bmr4149_entity1,4149,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4149_entity1.pdb,skipped_existing,
bmr4150_entity1,4150,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4150_entity1.pdb,skipped_existing,
bmr4151_entity1,4151,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4151_entity1.pdb,skipped_existing,
bmr4152_entity1,4152,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4152_entity1.pdb,skipped_existing,
bmr4153_entity1,4153,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4153_entity1.pdb,skipped_existing,
bmr4154_entity1,4154,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4154_entity1.pdb,skipped_existing,
bmr4155_entity1,4155,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4155_entity1.pdb,skipped_existing,
bmr4156_entity1,4156,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4156_entity1.pdb,skipped_existing,
bmr4158_entity1,4158,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4158_entity1.pdb,skipped_existing,
bmr4160_entity1,4160,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4160_entity1.pdb,skipped_existing,
bmr4162_entity1,4162,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4162_entity1.pdb,skipped_existing,
bmr4165_entity1,4165,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4165_entity1.pdb,skipped_existing,
bmr4166_entity1,4166,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4166_entity1.pdb,skipped_existing,
bmr4167_entity1,4167,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4167_entity1.pdb,skipped_existing,
bmr4168_entity1,4168,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4168_entity1.pdb,skipped_existing,
bmr4171_entity1,4171,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4171_entity1.pdb,skipped_existing,
bmr4171_entity2,4171,2,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4171_entity2.pdb,skipped_existing,
bmr4173_entity1,4173,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4173_entity1.pdb,skipped_existing,
bmr4174_entity1,4174,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4174_entity1.pdb,skipped_existing,
bmr4177_entity1,4177,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4177_entity1.pdb,skipped_existing,
bmr4177_entity2,4177,2,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4177_entity2.pdb,skipped_existing,
bmr4183_entity1,4183,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4183_entity1.pdb,skipped_existing,
bmr4184_entity1,4184,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4184_entity1.pdb,skipped_existing,
bmr4186_entity1,4186,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4186_entity1.pdb,skipped_existing,
bmr4188_entity1,4188,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4188_entity1.pdb,skipped_existing,
bmr4193_entity1,4193,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4193_entity1.pdb,skipped_existing,
bmr4197_entity1,4197,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4197_entity1.pdb,skipped_existing,
bmr4198_entity1,4198,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4198_entity1.pdb,skipped_existing,
bmr4199_entity1,4199,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4199_entity1.pdb,skipped_existing,
bmr4202_entity1,4202,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4202_entity1.pdb,skipped_existing,
bmr4205_entity1,4205,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4205_entity1.pdb,skipped_existing,
bmr4206_entity1,4206,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4206_entity1.pdb,skipped_existing,
bmr4207_entity1,4207,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4207_entity1.pdb,skipped_existing,
bmr4209_entity1,4209,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4209_entity1.pdb,skipped_existing,
bmr4214_entity1,4214,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4214_entity1.pdb,skipped_existing,
bmr4215_entity1,4215,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4215_entity1.pdb,skipped_existing,
bmr4216_entity1,4216,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4216_entity1.pdb,skipped_existing,
bmr4217_entity1,4217,1,/Users/fangruizhang/Desktop/esm_pipeline/data/esmfold_structures/bmr4217_entity1.pdb,skipped_existing,
